Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 4275,Super Luxury (Non AC Seater 2+2 Push Back),20:30,01:25,04h 55m,313.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4344,INDRA(A.C. Seater),20:30,02:00,05h 30m,375.0,38 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 2924,Super Luxury (Non AC Seater 2+2 Push Back),20:48,02:45,05h 57m,312.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4626,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:00,05h 00m,315.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3008,Super Luxury (Non AC Seater 2+2 Push Back),21:15,01:45,04h 30m,342.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4283,Super Luxury (Non AC Seater 2+2 Push Back),21:20,01:50,04h 30m,313.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3070,Super Luxury (Non AC Seater 2+2 Push Back),21:27,02:10,04h 43m,342.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:30,01:40,04h 10m,481.0,44 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 2983,Super Luxury (Non AC Seater 2+2 Push Back),21:42,03:15,05h 33m,312.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4948,Super Luxury (Non AC Seater 2+2 Push Back),22:30,03:20,04h 50m,312.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 2746,Super Luxury (Non AC Seater 2+2 Push Back),22:30,02:50,04h 20m,312.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3939,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,04:00,05h 15m,528.0,44 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 9331,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04:15,05h 30m,313.0,33 Seats available,2.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3979,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:15,04h 30m,313.0,33 Seats available,5.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3016,INDRA(A.C. Seater),23:00,03:30,04h 30m,377.0,35 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3463,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:30,04h 30m,313.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3098,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:04,05:00,05h 56m,328.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3269,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,04:15,05h 05m,342.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 2748,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03:50,04h 20m,312.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 9497,Super Luxury (Non AC Seater 2+2 Push Back),23:45,04:15,04h 30m,344.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,04:45,04h 55m,328.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater/Sleeper (2+1),06:00,11:00,05h 00m,362.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater (2+2),08:00,13:15,05h 15m,362.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater (2+2),10:30,15:30,05h 00m,299.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater (2+2),13:00,18:15,05h 15m,362.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater/Sleeper (2+1),14:30,19:45,05h 15m,427.0,35 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
PRL BUS,A/C Seater / Sleeper (2+1),16:00,21:00,05h 00m,700.0,45 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Zingbus Plus,A/C Sleeper (2+1),16:45,21:20,04h 35m,500.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),17:15,22:30,05h 15m,649.0,38 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:30,22:29,04h 59m,570.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:30,22:30,05h 00m,561.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,A/C Seater / Sleeper (2+1),17:30,00:10,06h 40m,851.0,45 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:45,22:30,04h 45m,360.0,39 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),18:00,23:05,05h 05m,542.0,26 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Mythri Tours And Travels,A/C Sleeper (2+1),18:15,22:15,04h 00m,849.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SVR Tours and Travels,Volvo A/C Sleeper (2+1),19:30,23:45,04h 15m,530.0,23 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),19:30,23:45,04h 15m,610.0,32 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater/Sleeper (2+1),20:00,00:45,04h 45m,541.0,27 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SRKT Travels,Non A/C Seater / Sleeper (2+1),20:00,19:40,23h 40m,450.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),20:22,01:30,05h 08m,520.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SRKT Travels,Non A/C Seater / Sleeper (2+1),20:30,02:20,05h 50m,450.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),21:00,01:30,04h 30m,649.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,500.0,41 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:00,02:00,05h 00m,561.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater (2+2),21:00,01:45,04h 45m,474.0,39 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),21:15,03:00,05h 45m,595.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),21:25,02:16,04h 51m,450.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SRKT Travels,A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,600.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,649.0,40 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:35,03:15,05h 40m,555.0,29 Seats available,3.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:40,02:30,04h 50m,500.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,570.0,41 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater/Sleeper (2+1),21:45,02:30,04h 45m,474.0,18 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,03:00,05h 10m,550.0,13 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:55,01:45,03h 50m,599.0,29 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:00,03:00,05h 00m,450.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00,02:20,04h 20m,561.0,32 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Prathap Travels,Non A/C Seater / Sleeper (2+1),22:10,02:05,03h 55m,555.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
SREE PAVAN TRAVELS,NON A/C Seater Push Back (2+2),22:15,02:30,04h 15m,550.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,02:15,04h 00m,561.0,34 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,02:30,04h 15m,561.0,49 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,02:30,04h 00m,699.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Navin Travels,Non A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,509.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Amaravathi Travels,NON A/C Hi-Tech Push Back (2+2),22:30,02:31,04h 01m,450.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,02:00,03h 30m,561.0,33 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),22:40,00:45,02h 05m,570.0,28 Seats available,3.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),22:45,03:00,04h 15m,800.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:45,02:40,03h 55m,555.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri Amaravathi Travels,NON A/C Sleeper (2+1),22:45,02:45,04h 00m,630.0,19 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,A/C Seater / Sleeper (2+1),22:50,03:20,04h 30m,661.0,31 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:50,03:30,04h 40m,555.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Navin Travels,Non A/C Seater / Sleeper (2+1),22:55,03:25,04h 30m,648.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,561.0,41 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:00,03:15,04h 15m,555.0,26 Seats available,3.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Navin Travels,Non A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,555.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater/Sleeper (2+1),23:00,03:45,04h 45m,474.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,03:00,03h 25m,661.0,28 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,03:00,03h 25m,858.0,27 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
KVR Tours and Travels,A/C Sleeper (2+1),17:30,22:45,05h 15m,855.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Vsaikrishna Travels,NON A/C Sleeper (2+1),20:45,02:30,05h 45m,699.0,23 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
New Sindhu Travels,Non A/C Seater / Sleeper (2+1),21:45,01:45,04h 00m,670.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
New Sindhu Travels,Non A/C Seater / Sleeper (2+1),22:15,02:45,04h 30m,600.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),22:35,02:45,04h 10m,550.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),13:30,18:00,04h 30m,959.0,22 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Navayuga Travels,A/C Sleeper (2+1),15:00,18:50,03h 50m,1670.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Mahi Trans Solutions,A/C Sleeper (2+1),16:00,21:55,05h 55m,3324.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
DMR Travels,A/C Sleeper (2+1),16:00,21:35,05h 35m,900.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
YBM Travels(BLM),Volvo Multi-Axle Sleeper A/C (2+1),16:30,21:20,04h 50m,1147.0,6 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
KTR Travels,Non A/C Seater / Sleeper (2+1),17:15,23:20,06h 05m,999.0,7 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Jagan Travels,A/C Sleeper (2+1),17:30,22:45,05h 15m,900.0,24 Seats available,4.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Zingbus Plus,A/C Sleeper (2+1),17:55,21:30,03h 35m,1000.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Mahadevv travels,Non A/C Seater / Sleeper (2+1),18:00,22:30,04h 30m,4750.0,41 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shree Manikanta Travels,A/C Sleeper (2+1),18:30,23:00,04h 30m,1049.0,26 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Mayuri Travels,A/C Seater / Sleeper (2+1),19:00,23:50,04h 50m,900.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),20:30,01:20,04h 50m,1049.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),20:45,02:00,05h 15m,3000.0,43 Seats available,3.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
